donor	method	state	gene	fields	eligible	called	correct	allele_matches	stratum	family
HG00558	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	A	4	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	B	4	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	C	4	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	HG00556
HG00558	ipd_genome	complete	DPB1	4	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	HG00556
HG00558	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	HG00556
HG00558	all	complete	A	2	1	1	1	2	EAS	HG00556
HG00558	all	complete	B	2	1	1	1	2	EAS	HG00556
HG00558	all	complete	C	2	1	1	1	2	EAS	HG00556
HG00558	all	complete	DPA1	2	1	1	1	2	EAS	HG00556
HG00558	all	complete	DPB1	2	1	1	1	2	EAS	HG00556
HG00558	all	complete	DQA1	2	1	1	1	2	EAS	HG00556
HG00558	all	complete	DQB1	2	1	1	1	2	EAS	HG00556
HG00558	all	complete	DRB1	2	1	1	1	2	EAS	HG00556
HG00558	all	complete	A	4	1	1	1	2	EAS	HG00556
HG00558	all	complete	B	4	1	1	1	2	EAS	HG00556
HG00558	all	complete	C	4	1	1	1	2	EAS	HG00556
HG00558	all	complete	DPA1	4	0	0	0	0	EAS	HG00556
HG00558	all	complete	DPB1	4	1	1	1	2	EAS	HG00556
HG00558	all	complete	DQA1	4	1	1	1	2	EAS	HG00556
HG00558	all	complete	DQB1	4	1	1	1	2	EAS	HG00556
HG00558	all	complete	DRB1	4	0	0	0	0	EAS	HG00556
HG02165	T1K	complete	A	2	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	B	2	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	C	2	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	DPA1	2	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	DPB1	2	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	DQA1	2	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	DQB1	2	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	DRB1	2	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	A	4	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	B	4	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	C	4	0	0	0	0	EAS	HG02165
HG02165	T1K	complete	DPA1	4	0	0	0	0	EAS	HG02165
HG02165	T1K	complete	DPB1	4	1	1	0	1	EAS	HG02165
HG02165	T1K	complete	DQA1	4	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	DQB1	4	1	1	1	2	EAS	HG02165
HG02165	T1K	complete	DRB1	4	1	1	0	0	EAS	HG02165
HG02165	ipd_genome	complete	A	2	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	B	2	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	C	2	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	DRB1	2	1	1	0	1	EAS	HG02165
HG02165	ipd_genome	complete	A	4	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	B	4	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	C	4	0	0	0	0	EAS	HG02165
HG02165	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	HG02165
HG02165	ipd_genome	complete	DPB1	4	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	HG02165
HG02165	ipd_genome	complete	DRB1	4	1	1	0	0	EAS	HG02165
HG02165	all	complete	A	2	1	1	1	2	EAS	HG02165
HG02165	all	complete	B	2	1	1	1	2	EAS	HG02165
HG02165	all	complete	C	2	1	1	1	2	EAS	HG02165
HG02165	all	complete	DPA1	2	1	1	1	2	EAS	HG02165
HG02165	all	complete	DPB1	2	1	1	1	2	EAS	HG02165
HG02165	all	complete	DQA1	2	1	1	1	2	EAS	HG02165
HG02165	all	complete	DQB1	2	1	1	1	2	EAS	HG02165
HG02165	all	complete	DRB1	2	1	1	0	1	EAS	HG02165
HG02165	all	complete	A	4	1	1	1	2	EAS	HG02165
HG02165	all	complete	B	4	1	1	1	2	EAS	HG02165
HG02165	all	complete	C	4	0	0	0	0	EAS	HG02165
HG02165	all	complete	DPA1	4	0	0	0	0	EAS	HG02165
HG02165	all	complete	DPB1	4	1	1	1	2	EAS	HG02165
HG02165	all	complete	DQA1	4	1	1	1	2	EAS	HG02165
HG02165	all	complete	DQB1	4	1	1	1	2	EAS	HG02165
HG02165	all	complete	DRB1	4	1	1	0	0	EAS	HG02165
HG02523	T1K	complete	A	2	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	B	2	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	C	2	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	DPA1	2	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	DPB1	2	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	DQA1	2	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	DQB1	2	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	DRB1	2	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	A	4	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	B	4	1	1	1	2	EAS	HG02521
HG02523	T1K	complete	C	4	0	0	0	0	EAS	HG02521
HG02523	T1K	complete	DPA1	4	0	0	0	0	EAS	HG02521
HG02523	T1K	complete	DPB1	4	1	1	0	0	EAS	HG02521
HG02523	T1K	complete	DQA1	4	1	1	0	1	EAS	HG02521
HG02523	T1K	complete	DQB1	4	1	1	0	1	EAS	HG02521
HG02523	T1K	complete	DRB1	4	0	0	0	0	EAS	HG02521
HG02523	ipd_genome	complete	A	2	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	B	2	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	C	2	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	A	4	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	B	4	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	C	4	0	0	0	0	EAS	HG02521
HG02523	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	HG02521
HG02523	ipd_genome	complete	DPB1	4	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	HG02521
HG02523	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	HG02521
HG02523	all	complete	A	2	1	1	1	2	EAS	HG02521
HG02523	all	complete	B	2	1	1	1	2	EAS	HG02521
HG02523	all	complete	C	2	1	1	1	2	EAS	HG02521
HG02523	all	complete	DPA1	2	1	1	1	2	EAS	HG02521
HG02523	all	complete	DPB1	2	1	1	1	2	EAS	HG02521
HG02523	all	complete	DQA1	2	1	1	1	2	EAS	HG02521
HG02523	all	complete	DQB1	2	1	1	1	2	EAS	HG02521
HG02523	all	complete	DRB1	2	1	1	1	2	EAS	HG02521
HG02523	all	complete	A	4	1	1	1	2	EAS	HG02521
HG02523	all	complete	B	4	1	1	1	2	EAS	HG02521
HG02523	all	complete	C	4	0	0	0	0	EAS	HG02521
HG02523	all	complete	DPA1	4	0	0	0	0	EAS	HG02521
HG02523	all	complete	DPB1	4	1	1	1	2	EAS	HG02521
HG02523	all	complete	DQA1	4	1	1	1	2	EAS	HG02521
HG02523	all	complete	DQB1	4	1	1	1	2	EAS	HG02521
HG02523	all	complete	DRB1	4	0	0	0	0	EAS	HG02521
HG02738	T1K	complete	A	2	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	B	2	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	C	2	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	DPA1	2	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	DPB1	2	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	DQA1	2	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	DQB1	2	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	DRB1	2	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	A	4	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	B	4	1	1	0	1	SAS	HG02736
HG02738	T1K	complete	C	4	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	DPA1	4	0	0	0	0	SAS	HG02736
HG02738	T1K	complete	DPB1	4	1	1	0	1	SAS	HG02736
HG02738	T1K	complete	DQA1	4	0	0	0	0	SAS	HG02736
HG02738	T1K	complete	DQB1	4	1	1	1	2	SAS	HG02736
HG02738	T1K	complete	DRB1	4	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	A	2	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	B	2	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	C	2	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	A	4	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	B	4	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	C	4	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	DPA1	4	0	0	0	0	SAS	HG02736
HG02738	ipd_genome	complete	DPB1	4	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	DQA1	4	0	0	0	0	SAS	HG02736
HG02738	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG02736
HG02738	ipd_genome	complete	DRB1	4	1	1	0	1	SAS	HG02736
HG02738	all	complete	A	2	1	1	1	2	SAS	HG02736
HG02738	all	complete	B	2	1	1	1	2	SAS	HG02736
HG02738	all	complete	C	2	1	1	1	2	SAS	HG02736
HG02738	all	complete	DPA1	2	1	1	1	2	SAS	HG02736
HG02738	all	complete	DPB1	2	1	1	1	2	SAS	HG02736
HG02738	all	complete	DQA1	2	1	1	1	2	SAS	HG02736
HG02738	all	complete	DQB1	2	1	1	1	2	SAS	HG02736
HG02738	all	complete	DRB1	2	1	1	1	2	SAS	HG02736
HG02738	all	complete	A	4	1	1	1	2	SAS	HG02736
HG02738	all	complete	B	4	1	1	1	2	SAS	HG02736
HG02738	all	complete	C	4	1	1	1	2	SAS	HG02736
HG02738	all	complete	DPA1	4	0	0	0	0	SAS	HG02736
HG02738	all	complete	DPB1	4	1	1	1	2	SAS	HG02736
HG02738	all	complete	DQA1	4	0	0	0	0	SAS	HG02736
HG02738	all	complete	DQB1	4	1	1	1	2	SAS	HG02736
HG02738	all	complete	DRB1	4	1	1	0	1	SAS	HG02736
HG03688	T1K	complete	A	2	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	B	2	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	C	2	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	DPA1	2	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	DPB1	2	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	DQA1	2	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	DQB1	2	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	DRB1	2	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	A	4	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	B	4	1	1	0	1	SAS	HG03688
HG03688	T1K	complete	C	4	1	1	0	1	SAS	HG03688
HG03688	T1K	complete	DPA1	4	1	1	0	1	SAS	HG03688
HG03688	T1K	complete	DPB1	4	1	1	0	1	SAS	HG03688
HG03688	T1K	complete	DQA1	4	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	DQB1	4	1	1	1	2	SAS	HG03688
HG03688	T1K	complete	DRB1	4	0	0	0	0	SAS	HG03688
HG03688	ipd_genome	complete	A	2	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	B	2	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	C	2	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	A	4	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	B	4	1	1	0	1	SAS	HG03688
HG03688	ipd_genome	complete	C	4	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DPA1	4	1	1	0	1	SAS	HG03688
HG03688	ipd_genome	complete	DPB1	4	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DQA1	4	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG03688
HG03688	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG03688
HG03688	all	complete	A	2	1	1	1	2	SAS	HG03688
HG03688	all	complete	B	2	1	1	1	2	SAS	HG03688
HG03688	all	complete	C	2	1	1	1	2	SAS	HG03688
HG03688	all	complete	DPA1	2	1	1	1	2	SAS	HG03688
HG03688	all	complete	DPB1	2	1	1	1	2	SAS	HG03688
HG03688	all	complete	DQA1	2	1	1	1	2	SAS	HG03688
HG03688	all	complete	DQB1	2	1	1	1	2	SAS	HG03688
HG03688	all	complete	DRB1	2	1	1	1	2	SAS	HG03688
HG03688	all	complete	A	4	1	1	1	2	SAS	HG03688
HG03688	all	complete	B	4	1	1	0	1	SAS	HG03688
HG03688	all	complete	C	4	1	1	1	2	SAS	HG03688
HG03688	all	complete	DPA1	4	1	1	0	1	SAS	HG03688
HG03688	all	complete	DPB1	4	1	1	1	2	SAS	HG03688
HG03688	all	complete	DQA1	4	1	1	1	2	SAS	HG03688
HG03688	all	complete	DQB1	4	1	1	1	2	SAS	HG03688
HG03688	all	complete	DRB1	4	0	0	0	0	SAS	HG03688
HG03927	T1K	complete	A	2	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	B	2	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	C	2	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	DPA1	2	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	DPB1	2	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	DQA1	2	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	DQB1	2	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	DRB1	2	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	A	4	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	B	4	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	C	4	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	DPA1	4	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	DPB1	4	1	1	0	1	SAS	HG03925
HG03927	T1K	complete	DQA1	4	0	0	0	0	SAS	HG03925
HG03927	T1K	complete	DQB1	4	1	1	1	2	SAS	HG03925
HG03927	T1K	complete	DRB1	4	0	0	0	0	SAS	HG03925
HG03927	ipd_genome	complete	A	2	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	B	2	1	1	0	1	SAS	HG03925
HG03927	ipd_genome	complete	C	2	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	A	4	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	B	4	1	0	0	1	SAS	HG03925
HG03927	ipd_genome	complete	C	4	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DPA1	4	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DPB1	4	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DQA1	4	0	0	0	0	SAS	HG03925
HG03927	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	HG03925
HG03927	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	HG03925
HG03927	all	complete	A	2	1	1	1	2	SAS	HG03925
HG03927	all	complete	B	2	1	1	0	1	SAS	HG03925
HG03927	all	complete	C	2	1	1	1	2	SAS	HG03925
HG03927	all	complete	DPA1	2	1	1	1	2	SAS	HG03925
HG03927	all	complete	DPB1	2	1	1	1	2	SAS	HG03925
HG03927	all	complete	DQA1	2	1	1	1	2	SAS	HG03925
HG03927	all	complete	DQB1	2	1	1	1	2	SAS	HG03925
HG03927	all	complete	DRB1	2	1	1	1	2	SAS	HG03925
HG03927	all	complete	A	4	1	1	1	2	SAS	HG03925
HG03927	all	complete	B	4	1	0	0	1	SAS	HG03925
HG03927	all	complete	C	4	1	1	1	2	SAS	HG03925
HG03927	all	complete	DPA1	4	1	1	1	2	SAS	HG03925
HG03927	all	complete	DPB1	4	1	1	1	2	SAS	HG03925
HG03927	all	complete	DQA1	4	0	0	0	0	SAS	HG03925
HG03927	all	complete	DQB1	4	1	1	1	2	SAS	HG03925
HG03927	all	complete	DRB1	4	0	0	0	0	SAS	HG03925
NA18952	T1K	complete	A	2	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	B	2	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	C	2	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	DPA1	2	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	DPB1	2	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	DQA1	2	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	DQB1	2	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	DRB1	2	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	A	4	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	B	4	1	1	0	1	EAS	NA18952
NA18952	T1K	complete	C	4	1	1	1	2	EAS	NA18952
NA18952	T1K	complete	DPA1	4	0	0	0	0	EAS	NA18952
NA18952	T1K	complete	DPB1	4	0	0	0	0	EAS	NA18952
NA18952	T1K	complete	DQA1	4	1	1	0	1	EAS	NA18952
NA18952	T1K	complete	DQB1	4	1	1	0	1	EAS	NA18952
NA18952	T1K	complete	DRB1	4	0	0	0	0	EAS	NA18952
NA18952	ipd_genome	complete	A	2	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	B	2	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	C	2	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	A	4	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	B	4	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	C	4	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	NA18952
NA18952	ipd_genome	complete	DPB1	4	0	0	0	0	EAS	NA18952
NA18952	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	NA18952
NA18952	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	NA18952
NA18952	all	complete	A	2	1	1	1	2	EAS	NA18952
NA18952	all	complete	B	2	1	1	1	2	EAS	NA18952
NA18952	all	complete	C	2	1	1	1	2	EAS	NA18952
NA18952	all	complete	DPA1	2	1	1	1	2	EAS	NA18952
NA18952	all	complete	DPB1	2	1	1	1	2	EAS	NA18952
NA18952	all	complete	DQA1	2	1	1	1	2	EAS	NA18952
NA18952	all	complete	DQB1	2	1	1	1	2	EAS	NA18952
NA18952	all	complete	DRB1	2	1	1	1	2	EAS	NA18952
NA18952	all	complete	A	4	1	1	1	2	EAS	NA18952
NA18952	all	complete	B	4	1	1	1	2	EAS	NA18952
NA18952	all	complete	C	4	1	1	1	2	EAS	NA18952
NA18952	all	complete	DPA1	4	0	0	0	0	EAS	NA18952
NA18952	all	complete	DPB1	4	0	0	0	0	EAS	NA18952
NA18952	all	complete	DQA1	4	1	1	1	2	EAS	NA18952
NA18952	all	complete	DQB1	4	1	1	1	2	EAS	NA18952
NA18952	all	complete	DRB1	4	0	0	0	0	EAS	NA18952
NA21106	T1K	complete	A	2	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	B	2	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	C	2	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DPA1	2	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DPB1	2	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DQA1	2	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DQB1	2	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DRB1	2	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	A	4	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	B	4	1	1	0	1	SAS	NA21106
NA21106	T1K	complete	C	4	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DPA1	4	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DPB1	4	0	0	0	0	SAS	NA21106
NA21106	T1K	complete	DQA1	4	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DQB1	4	1	1	1	2	SAS	NA21106
NA21106	T1K	complete	DRB1	4	0	0	0	0	SAS	NA21106
NA21106	ipd_genome	complete	A	2	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	B	2	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	C	2	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DPA1	2	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DPB1	2	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DQA1	2	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DQB1	2	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DRB1	2	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	A	4	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	B	4	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	C	4	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DPA1	4	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DPB1	4	0	0	0	0	SAS	NA21106
NA21106	ipd_genome	complete	DQA1	4	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DQB1	4	1	1	1	2	SAS	NA21106
NA21106	ipd_genome	complete	DRB1	4	0	0	0	0	SAS	NA21106
NA21106	all	complete	A	2	1	1	1	2	SAS	NA21106
NA21106	all	complete	B	2	1	1	1	2	SAS	NA21106
NA21106	all	complete	C	2	1	1	1	2	SAS	NA21106
NA21106	all	complete	DPA1	2	1	1	1	2	SAS	NA21106
NA21106	all	complete	DPB1	2	1	1	1	2	SAS	NA21106
NA21106	all	complete	DQA1	2	1	1	1	2	SAS	NA21106
NA21106	all	complete	DQB1	2	1	1	1	2	SAS	NA21106
NA21106	all	complete	DRB1	2	1	1	1	2	SAS	NA21106
NA21106	all	complete	A	4	1	1	1	2	SAS	NA21106
NA21106	all	complete	B	4	1	1	1	2	SAS	NA21106
NA21106	all	complete	C	4	1	1	1	2	SAS	NA21106
NA21106	all	complete	DPA1	4	1	1	1	2	SAS	NA21106
NA21106	all	complete	DPB1	4	0	0	0	0	SAS	NA21106
NA21106	all	complete	DQA1	4	1	1	1	2	SAS	NA21106
NA21106	all	complete	DQB1	4	1	1	1	2	SAS	NA21106
NA21106	all	complete	DRB1	4	0	0	0	0	SAS	NA21106
HG00609	T1K	complete	A	2	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	B	2	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	C	2	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	DPA1	2	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	DPB1	2	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	DQA1	2	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	DQB1	2	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	DRB1	2	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	A	4	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	B	4	1	1	0	1	EAS	HG00607
HG00609	T1K	complete	C	4	1	1	0	0	EAS	HG00607
HG00609	T1K	complete	DPA1	4	0	0	0	0	EAS	HG00607
HG00609	T1K	complete	DPB1	4	0	0	0	0	EAS	HG00607
HG00609	T1K	complete	DQA1	4	1	1	0	1	EAS	HG00607
HG00609	T1K	complete	DQB1	4	1	1	1	2	EAS	HG00607
HG00609	T1K	complete	DRB1	4	0	0	0	0	EAS	HG00607
HG00609	ipd_genome	complete	A	2	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	B	2	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	C	2	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	DPA1	2	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	DPB1	2	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	DQA1	2	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	DQB1	2	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	DRB1	2	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	A	4	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	B	4	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	C	4	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	DPA1	4	0	0	0	0	EAS	HG00607
HG00609	ipd_genome	complete	DPB1	4	0	0	0	0	EAS	HG00607
HG00609	ipd_genome	complete	DQA1	4	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	DQB1	4	1	1	1	2	EAS	HG00607
HG00609	ipd_genome	complete	DRB1	4	0	0	0	0	EAS	HG00607
HG00609	all	complete	A	2	1	1	1	2	EAS	HG00607
HG00609	all	complete	B	2	1	1	1	2	EAS	HG00607
HG00609	all	complete	C	2	1	1	1	2	EAS	HG00607
